from,to,value
987.0,385.0,1.0
987.0,1452.0,1.0
987.0,2425.0,1.0
987.0,1672.0,1.0
987.0,792.0,1.0
987.0,4505.0,1.0
987.0,1407.0,1.0
987.0,1286.0,1.0
987.0,3216.0,1.0
987.0,1933.0,1.0
987.0,1282.0,1.0
987.0,2107.0,1.0
987.0,1469.0,1.0
987.0,3301.0,1.0
987.0,785.0,1.0
987.0,2092.0,1.0
987.0,1456.0,1.0
987.0,2958.0,1.0
987.0,4554.0,1.0
987.0,4555.0,1.0
987.0,3032.0,1.0
987.0,4225.0,1.0
987.0,2512.0,1.0
987.0,1660.0,1.0
987.0,4556.0,1.0
987.0,4227.0,1.0
987.0,4230.0,1.0
987.0,3205.0,1.0
987.0,2511.0,1.0
987.0,3210.0,1.0
987.0,2094.0,1.0
987.0,3238.0,1.0
987.0,4024.0,1.0
987.0,4557.0,1.0
987.0,4558.0,1.0
987.0,1453.0,1.0
987.0,4233.0,1.0
987.0,2096.0,1.0
987.0,1284.0,1.0
987.0,2093.0,1.0
987.0,1471.0,1.0
987.0,419.0,1.0
987.0,1122.0,1.0
987.0,4410.0,1.0
987.0,1464.0,1.0
987.0,4231.0,1.0
987.0,4559.0,1.0
987.0,2634.0,1.0
987.0,4237.0,1.0
987.0,1292.0,1.0
987.0,1480.0,1.0
987.0,1468.0,1.0
987.0,2116.0,1.0
987.0,2102.0,1.0
987.0,2012.0,1.0
987.0,1291.0,1.0
987.0,1475.0,1.0
987.0,2004.0,1.0
987.0,1700.0,1.0
987.0,4560.0,1.0
987.0,1481.0,1.0
987.0,1692.0,1.0
987.0,4239.0,1.0
987.0,1459.0,1.0
987.0,3038.0,1.0
987.0,1479.0,1.0
987.0,1713.0,1.0
987.0,2326.0,1.0
987.0,2008.0,1.0
987.0,4561.0,1.0
987.0,1491.0,1.0
987.0,1465.0,1.0
987.0,1483.0,1.0
987.0,1315.0,1.0
987.0,1283.0,1.0
987.0,4562.0,1.0
987.0,2635.0,1.0
987.0,2066.0,1.0
987.0,4563.0,1.0
987.0,4149.0,1.0
987.0,1260.0,1.0
987.0,4486.0,1.0
987.0,1512.0,1.0
987.0,668.0,1.0
987.0,1515.0,1.0
987.0,1488.0,1.0
987.0,4564.0,1.0
987.0,2003.0,1.0
987.0,1179.0,1.0
987.0,4265.0,1.0
987.0,4565.0,1.0
987.0,1287.0,1.0
987.0,4132.0,1.0
987.0,4566.0,1.0
987.0,1493.0,1.0
987.0,4567.0,1.0
987.0,1002.0,1.0
987.0,1498.0,1.0
987.0,1583.0,1.0
987.0,1518.0,1.0
987.0,2342.0,1.0
987.0,1048.0,1.0
987.0,1244.0,1.0
987.0,3031.0,1.0
987.0,1689.0,1.0
987.0,2681.0,1.0
987.0,1717.0,1.0
987.0,1499.0,1.0
987.0,4568.0,1.0
987.0,2018.0,1.0
987.0,3553.0,1.0
987.0,166.0,1.0
987.0,3139.0,1.0
987.0,4285.0,1.0
987.0,2333.0,1.0
987.0,1227.0,1.0
987.0,4569.0,1.0
987.0,1701.0,1.0
987.0,4077.0,1.0
987.0,2021.0,1.0
987.0,1514.0,1.0
987.0,2020.0,1.0
987.0,1102.0,1.0
987.0,1501.0,1.0
987.0,3039.0,1.0
987.0,2337.0,1.0
987.0,1324.0,1.0
987.0,1331.0,1.0
987.0,3152.0,1.0
987.0,1336.0,1.0
987.0,2230.0,1.0
987.0,4282.0,1.0
987.0,1342.0,1.0
987.0,1516.0,1.0
987.0,1731.0,1.0
987.0,2353.0,1.0
987.0,1413.0,1.0
987.0,1790.0,1.0
987.0,4570.0,1.0
987.0,3382.0,1.0
987.0,194.0,1.0
987.0,2338.0,1.0
987.0,2235.0,1.0
987.0,4571.0,1.0
987.0,1276.0,1.0
987.0,1378.0,1.0
987.0,1704.0,1.0
987.0,3108.0,1.0
987.0,3107.0,1.0
987.0,3384.0,1.0
987.0,1712.0,1.0
987.0,2714.0,1.0
987.0,1618.0,1.0
987.0,1346.0,1.0
987.0,4572.0,1.0
987.0,2578.0,1.0
987.0,3730.0,1.0
987.0,4573.0,1.0
987.0,1066.0,1.0
987.0,1312.0,1.0
987.0,2660.0,1.0
987.0,3736.0,1.0
987.0,4492.0,1.0
987.0,3735.0,1.0
987.0,921.0,1.0
987.0,3115.0,1.0
987.0,4574.0,1.0
987.0,1494.0,1.0
987.0,3558.0,1.0
987.0,1748.0,1.0
987.0,3381.0,1.0
987.0,4405.0,1.0
987.0,2332.0,1.0
987.0,2666.0,1.0
987.0,1738.0,1.0
987.0,3738.0,1.0
987.0,3116.0,1.0
987.0,4575.0,1.0
987.0,1745.0,1.0
987.0,4491.0,1.0
987.0,4576.0,1.0
987.0,2236.0,1.0
987.0,2040.0,1.0
987.0,1708.0,1.0
987.0,2245.0,1.0
987.0,2241.0,1.0
987.0,2032.0,1.0
987.0,2705.0,1.0
987.0,2354.0,1.0
987.0,256.0,1.0
987.0,3028.0,1.0
987.0,2232.0,1.0
987.0,3122.0,1.0
987.0,3223.0,1.0
987.0,1439.0,1.0
987.0,2050.0,1.0
987.0,1662.0,1.0
987.0,1272.0,1.0
987.0,1247.0,1.0
987.0,4137.0,1.0
987.0,2105.0,1.0
987.0,2239.0,1.0
987.0,2361.0,1.0
987.0,3257.0,1.0
987.0,2368.0,1.0
987.0,2737.0,1.0
987.0,2364.0,1.0
987.0,739.0,1.0
987.0,3133.0,1.0
987.0,2680.0,1.0
987.0,231.0,1.0
987.0,1153.0,1.0
987.0,4577.0,1.0
987.0,1702.0,1.0
987.0,3390.0,1.0
987.0,1128.0,1.0
987.0,4578.0,1.0
987.0,2560.0,1.0
987.0,1347.0,1.0
987.0,3260.0,1.0
987.0,2358.0,1.0
987.0,1709.0,1.0
987.0,2566.0,1.0
987.0,2694.0,1.0
987.0,2696.0,1.0
987.0,2572.0,1.0
987.0,2569.0,1.0
987.0,3128.0,1.0
987.0,2284.0,1.0
987.0,2287.0,1.0
987.0,3137.0,1.0
987.0,2568.0,1.0
987.0,2286.0,1.0
987.0,2692.0,1.0
987.0,3162.0,1.0
987.0,2576.0,1.0
987.0,4579.0,1.0
987.0,2575.0,1.0
987.0,2573.0,1.0
987.0,2693.0,1.0
987.0,2703.0,1.0
987.0,2708.0,1.0
987.0,4580.0,1.0
987.0,2710.0,1.0
987.0,1658.0,1.0
987.0,2652.0,1.0
987.0,4581.0,1.0
987.0,3354.0,1.0
987.0,1461.0,1.0
987.0,2716.0,1.0
987.0,2580.0,1.0
987.0,3748.0,1.0
987.0,1349.0,1.0
987.0,2772.0,1.0
987.0,4582.0,1.0
987.0,4583.0,1.0
987.0,1444.0,1.0
987.0,2181.0,1.0
987.0,1756.0,1.0
987.0,2054.0,1.0
987.0,4584.0,1.0
987.0,2728.0,1.0
987.0,2584.0,1.0
987.0,3166.0,1.0
987.0,4585.0,1.0
987.0,741.0,1.0
987.0,4178.0,1.0
987.0,3402.0,1.0
987.0,3178.0,1.0
987.0,4586.0,1.0
987.0,3264.0,1.0
987.0,2582.0,1.0
987.0,2586.0,1.0
987.0,2762.0,1.0
987.0,3757.0,1.0
987.0,4587.0,1.0
987.0,3805.0,1.0
987.0,2759.0,1.0
987.0,2707.0,1.0
987.0,3758.0,1.0
987.0,2778.0,1.0
987.0,4165.0,1.0
987.0,2404.0,1.0
987.0,4588.0,1.0
987.0,2355.0,1.0
987.0,2758.0,1.0
987.0,2749.0,1.0
987.0,2756.0,1.0
987.0,2791.0,1.0
987.0,2752.0,1.0
987.0,2830.0,1.0
987.0,2748.0,1.0
987.0,3362.0,1.0
987.0,1725.0,1.0
987.0,3894.0,1.0
987.0,2840.0,1.0
987.0,2889.0,1.0
987.0,2448.0,1.0
987.0,2403.0,1.0
987.0,2760.0,1.0
987.0,2238.0,1.0
987.0,2776.0,1.0
987.0,3232.0,1.0
987.0,3774.0,1.0
987.0,4589.0,1.0
987.0,4590.0,1.0
987.0,2744.0,1.0
987.0,4591.0,1.0
987.0,4592.0,1.0
987.0,2774.0,1.0
987.0,3785.0,1.0
987.0,3830.0,1.0
987.0,2766.0,1.0
987.0,650.0,1.0
987.0,4593.0,1.0
987.0,2223.0,1.0
987.0,4027.0,1.0
987.0,4000.0,1.0
987.0,4594.0,1.0
987.0,1103.0,1.0
987.0,2712.0,1.0
987.0,3783.0,1.0
987.0,4595.0,1.0
987.0,4450.0,1.0
987.0,2765.0,1.0
987.0,4596.0,1.0
987.0,1131.0,1.0
987.0,2771.0,1.0
987.0,1990.0,1.0
987.0,3174.0,1.0
987.0,2769.0,1.0
987.0,2792.0,1.0
987.0,4597.0,1.0
987.0,3799.0,1.0
987.0,2767.0,1.0
987.0,2075.0,1.0
987.0,2567.0,1.0
987.0,2051.0,1.0
987.0,2832.0,1.0
987.0,3788.0,1.0
987.0,2726.0,1.0
987.0,2343.0,1.0
987.0,1029.0,1.0
987.0,2773.0,1.0
987.0,3004.0,1.0
987.0,3793.0,1.0
987.0,2785.0,1.0
987.0,2408.0,1.0
987.0,3858.0,1.0
987.0,2796.0,1.0
987.0,2829.0,1.0
987.0,2658.0,1.0
987.0,2017.0,1.0
987.0,3367.0,1.0
987.0,4598.0,1.0
987.0,2847.0,1.0
987.0,3795.0,1.0
987.0,574.0,1.0
987.0,3180.0,1.0
987.0,4448.0,1.0
987.0,1268.0,1.0
987.0,2782.0,1.0
987.0,2330.0,1.0
987.0,2899.0,1.0
987.0,4599.0,1.0
987.0,2574.0,1.0
987.0,2945.0,1.0
987.0,2828.0,1.0
987.0,1041.0,1.0
987.0,3477.0,1.0
987.0,4600.0,1.0
987.0,1055.0,1.0
988.0,3547.0,1.0
988.0,1618.0,1.0
988.0,1046.0,1.0
988.0,890.0,1.0
988.0,889.0,1.0
988.0,1364.0,1.0
988.0,2190.0,1.0
988.0,2624.0,1.0
988.0,966.0,1.0
988.0,1167.0,1.0
988.0,50.0,1.0
988.0,602.0,1.0
988.0,680.0,1.0
988.0,955.0,1.0
988.0,1306.0,1.0
988.0,738.0,1.0
988.0,1380.0,1.0
988.0,1395.0,1.0
988.0,1394.0,1.0
988.0,1968.0,1.0
988.0,3992.0,1.0
988.0,2197.0,1.0
988.0,1001.0,1.0
988.0,1436.0,1.0
988.0,374.0,1.0
989.0,727.0,1.0
989.0,137.0,1.0
989.0,1048.0,1.0
989.0,644.0,1.0
989.0,1980.0,1.0
989.0,1891.0,1.0
989.0,1909.0,1.0
989.0,2387.0,1.0
989.0,1306.0,1.0
989.0,985.0,1.0
989.0,3601.0,1.0
989.0,453.0,1.0
989.0,4601.0,1.0
989.0,1132.0,1.0
989.0,1893.0,1.0
989.0,1176.0,1.0
989.0,1185.0,1.0
989.0,2421.0,1.0
989.0,1178.0,1.0
989.0,1436.0,1.0
989.0,4064.0,1.0
989.0,810.0,1.0
989.0,1819.0,1.0
989.0,711.0,1.0
989.0,135.0,1.0
989.0,808.0,1.0
989.0,50.0,1.0
989.0,1829.0,1.0
989.0,1120.0,1.0
989.0,1181.0,1.0
989.0,1034.0,1.0
989.0,1844.0,1.0
989.0,946.0,1.0
989.0,786.0,1.0
990.0,137.0,1.0
990.0,1810.0,1.0
990.0,995.0,1.0
990.0,1430.0,1.0
990.0,1434.0,1.0
990.0,50.0,1.0
990.0,1372.0,1.0
991.0,50.0,1.0
991.0,1821.0,1.0
991.0,995.0,1.0
991.0,1652.0,1.0
991.0,1003.0,1.0
991.0,693.0,1.0
991.0,1969.0,1.0
992.0,325.0,1.0
992.0,1777.0,1.0
992.0,371.0,1.0
992.0,355.0,1.0
992.0,50.0,1.0
992.0,1989.0,1.0
993.0,0.0,1.0
993.0,1031.0,1.0
993.0,738.0,1.0
993.0,436.0,1.0
993.0,515.0,1.0
993.0,1156.0,1.0
993.0,327.0,1.0
993.0,274.0,1.0
993.0,1424.0,1.0
993.0,735.0,1.0
993.0,156.0,1.0
993.0,3507.0,1.0
993.0,1046.0,1.0
993.0,135.0,1.0
993.0,60.0,1.0
993.0,2613.0,1.0
993.0,529.0,1.0
993.0,1012.0,1.0
993.0,1361.0,1.0
993.0,889.0,1.0
993.0,1378.0,1.0
993.0,1170.0,1.0
993.0,4313.0,1.0
993.0,1981.0,1.0
993.0,527.0,1.0
993.0,520.0,1.0
993.0,1980.0,1.0
993.0,1178.0,1.0
993.0,1885.0,1.0
993.0,817.0,1.0
993.0,1813.0,1.0
993.0,786.0,1.0
993.0,1005.0,1.0
993.0,1180.0,1.0
993.0,2224.0,1.0
993.0,1308.0,1.0
993.0,966.0,1.0
993.0,479.0,1.0
993.0,2512.0,1.0
993.0,787.0,1.0
993.0,2494.0,1.0
993.0,720.0,1.0
993.0,967.0,1.0
993.0,1177.0,1.0
993.0,3514.0,1.0
993.0,2956.0,1.0
993.0,809.0,1.0
993.0,1822.0,1.0
993.0,1829.0,1.0
993.0,1309.0,1.0
993.0,1363.0,1.0
993.0,3665.0,1.0
993.0,1312.0,1.0
993.0,888.0,1.0
993.0,50.0,1.0
993.0,998.0,1.0
993.0,994.0,1.0
993.0,996.0,1.0
993.0,986.0,1.0
993.0,2495.0,1.0
993.0,1372.0,1.0
993.0,1032.0,1.0
993.0,845.0,1.0
993.0,437.0,1.0
993.0,1579.0,1.0
993.0,2501.0,1.0
993.0,1377.0,1.0
993.0,1852.0,1.0
993.0,1390.0,1.0
994.0,652.0,1.0
994.0,717.0,1.0
994.0,137.0,1.0
994.0,1372.0,1.0
994.0,50.0,1.0
994.0,1826.0,1.0
994.0,1811.0,1.0
994.0,888.0,1.0
994.0,912.0,1.0
994.0,3664.0,1.0
994.0,1015.0,1.0
994.0,993.0,1.0
994.0,1273.0,1.0
994.0,817.0,1.0
994.0,1303.0,1.0
994.0,1434.0,1.0
994.0,998.0,1.0
995.0,849.0,1.0
995.0,137.0,1.0
995.0,680.0,1.0
995.0,1988.0,1.0
995.0,1893.0,1.0
995.0,122.0,1.0
995.0,3998.0,1.0
995.0,3491.0,1.0
995.0,1032.0,1.0
995.0,990.0,1.0
995.0,1177.0,1.0
995.0,808.0,1.0
995.0,786.0,1.0
995.0,2321.0,1.0
995.0,1912.0,1.0
995.0,2502.0,1.0
995.0,374.0,1.0
995.0,888.0,1.0
995.0,1273.0,1.0
995.0,2495.0,1.0
995.0,1987.0,1.0
995.0,500.0,1.0
995.0,542.0,1.0
995.0,295.0,1.0
995.0,1233.0,1.0
995.0,1367.0,1.0
995.0,1435.0,1.0
995.0,907.0,1.0
995.0,1190.0,1.0
995.0,3206.0,1.0
995.0,50.0,1.0
996.0,1075.0,1.0
996.0,998.0,1.0
996.0,1372.0,1.0
996.0,793.0,1.0
996.0,50.0,1.0
996.0,986.0,1.0
996.0,1305.0,1.0
996.0,775.0,1.0
996.0,1006.0,1.0
996.0,888.0,1.0
996.0,1273.0,1.0
996.0,1394.0,1.0
996.0,692.0,1.0
996.0,1001.0,1.0
996.0,1003.0,1.0
996.0,3353.0,1.0
996.0,1311.0,1.0
996.0,500.0,1.0
996.0,1012.0,1.0
996.0,1016.0,1.0
996.0,1169.0,1.0
996.0,1380.0,1.0
996.0,999.0,1.0
996.0,374.0,1.0
997.0,50.0,1.0
998.0,158.0,1.0
998.0,1046.0,1.0
998.0,1725.0,1.0
998.0,2165.0,1.0
998.0,1592.0,1.0
998.0,2353.0,1.0
998.0,1169.0,1.0
998.0,1004.0,1.0
998.0,1444.0,1.0
998.0,2224.0,1.0
998.0,2069.0,1.0
998.0,967.0,1.0
998.0,990.0,1.0
998.0,1430.0,1.0
998.0,1161.0,1.0
998.0,1654.0,1.0
998.0,3206.0,1.0
998.0,1392.0,1.0
998.0,502.0,1.0
998.0,43.0,1.0
998.0,4008.0,1.0
998.0,1013.0,1.0
998.0,3664.0,1.0
998.0,1821.0,1.0
998.0,1372.0,1.0
998.0,1635.0,1.0
998.0,4602.0,1.0
998.0,35.0,1.0
998.0,993.0,1.0
998.0,2493.0,1.0
998.0,995.0,1.0
998.0,889.0,1.0
998.0,991.0,1.0
998.0,912.0,1.0
998.0,996.0,1.0
998.0,2512.0,1.0
998.0,775.0,1.0
998.0,1312.0,1.0
998.0,887.0,1.0
998.0,4440.0,1.0
998.0,656.0,1.0
998.0,137.0,1.0
998.0,1927.0,1.0
998.0,1371.0,1.0
998.0,1273.0,1.0
998.0,1168.0,1.0
998.0,646.0,1.0
998.0,994.0,1.0
998.0,3353.0,1.0
998.0,633.0,1.0
998.0,500.0,1.0
998.0,4603.0,1.0
998.0,135.0,1.0
998.0,437.0,1.0
998.0,1378.0,1.0
998.0,50.0,1.0
998.0,1823.0,1.0
998.0,521.0,1.0
999.0,50.0,1.0
999.0,996.0,1.0
999.0,4604.0,1.0
999.0,117.0,1.0
999.0,690.0,1.0
1000.0,717.0,1.0
1000.0,692.0,1.0
1000.0,999.0,1.0
1000.0,50.0,1.0
1000.0,1013.0,1.0
1000.0,1579.0,1.0
1001.0,4101.0,1.0
1001.0,1039.0,1.0
1001.0,1981.0,1.0
1001.0,4007.0,1.0
1001.0,330.0,1.0
1001.0,3496.0,1.0
1001.0,995.0,1.0
1001.0,50.0,1.0
1001.0,1002.0,1.0
1001.0,996.0,1.0
1001.0,1197.0,1.0
1001.0,144.0,1.0
1001.0,4605.0,1.0
1001.0,2619.0,1.0
1001.0,55.0,1.0
1001.0,738.0,1.0
1001.0,3618.0,1.0
1001.0,3273.0,1.0
1001.0,2499.0,1.0
1001.0,1380.0,1.0
1001.0,3074.0,1.0
1001.0,3456.0,1.0
1001.0,1661.0,1.0
1001.0,1363.0,1.0
1001.0,1387.0,1.0
1001.0,4606.0,1.0
1001.0,1389.0,1.0
1001.0,431.0,1.0
1001.0,1391.0,1.0
1001.0,775.0,1.0
1001.0,1970.0,1.0
1001.0,988.0,1.0
1001.0,1436.0,1.0
1001.0,1016.0,1.0
1002.0,233.0,1.0
1002.0,74.0,1.0
1002.0,287.0,1.0
1002.0,64.0,1.0
1002.0,317.0,1.0
1002.0,2136.0,1.0
1002.0,11.0,1.0
1002.0,412.0,1.0
1002.0,167.0,1.0
1002.0,628.0,1.0
1002.0,2531.0,1.0
1002.0,767.0,1.0
1002.0,768.0,1.0
1002.0,1233.0,1.0
1002.0,619.0,1.0
1002.0,581.0,1.0
1002.0,630.0,1.0
1002.0,583.0,1.0
1002.0,585.0,1.0
1002.0,580.0,1.0
1002.0,417.0,1.0
1002.0,828.0,1.0
1002.0,631.0,1.0
1002.0,37.0,1.0
1002.0,39.0,1.0
1002.0,1795.0,1.0
1002.0,944.0,1.0
1002.0,710.0,1.0
1002.0,851.0,1.0
1002.0,1061.0,1.0
1002.0,1617.0,1.0
1002.0,588.0,1.0
1002.0,2417.0,1.0
1002.0,498.0,1.0
1002.0,4395.0,1.0
1002.0,120.0,1.0
1002.0,586.0,1.0
1002.0,1604.0,1.0
1002.0,3290.0,1.0
1002.0,2468.0,1.0
1002.0,1302.0,1.0
1002.0,539.0,1.0
1002.0,3053.0,1.0
1002.0,1095.0,1.0
1002.0,834.0,1.0
1002.0,1591.0,1.0
1002.0,835.0,1.0
1002.0,723.0,1.0
1002.0,28.0,1.0
1002.0,1951.0,1.0
1002.0,215.0,1.0
1002.0,4607.0,1.0
1002.0,591.0,1.0
1002.0,1020.0,1.0
1002.0,3070.0,1.0
1002.0,61.0,1.0
1002.0,16.0,1.0
1002.0,848.0,1.0
1002.0,2955.0,1.0
1002.0,62.0,1.0
1002.0,4608.0,1.0
1002.0,3712.0,1.0
1002.0,2977.0,1.0
1002.0,3190.0,1.0
1002.0,1107.0,1.0
1002.0,3191.0,1.0
1002.0,502.0,1.0
1002.0,962.0,1.0
1002.0,1528.0,1.0
1002.0,1533.0,1.0
1002.0,1075.0,1.0
1002.0,4027.0,1.0
1002.0,66.0,1.0
1002.0,67.0,1.0
1002.0,1092.0,1.0
1002.0,130.0,1.0
1002.0,1531.0,1.0
1002.0,4609.0,1.0
1002.0,582.0,1.0
1002.0,578.0,1.0
1002.0,121.0,1.0
1002.0,1026.0,1.0
1002.0,1242.0,1.0
1002.0,1186.0,1.0
1002.0,604.0,1.0
1002.0,558.0,1.0
1002.0,439.0,1.0
1002.0,2604.0,1.0
1002.0,259.0,1.0
1002.0,1626.0,1.0
1002.0,614.0,1.0
1002.0,18.0,1.0
1002.0,1235.0,1.0
1002.0,1260.0,1.0
1002.0,601.0,1.0
1002.0,1031.0,1.0
1002.0,3071.0,1.0
1002.0,3493.0,1.0
1002.0,1886.0,1.0
1002.0,1250.0,1.0
1002.0,854.0,1.0
1002.0,4610.0,1.0
1002.0,151.0,1.0
1002.0,419.0,1.0
1002.0,1857.0,1.0
1002.0,609.0,1.0
1002.0,960.0,1.0
1002.0,447.0,1.0
1002.0,1187.0,1.0
1002.0,1252.0,1.0
1002.0,454.0,1.0
1002.0,612.0,1.0
1002.0,1917.0,1.0
1002.0,2121.0,1.0
1002.0,1918.0,1.0
1002.0,896.0,1.0
1002.0,849.0,1.0
1002.0,515.0,1.0
1002.0,138.0,1.0
1002.0,139.0,1.0
1002.0,1158.0,1.0
1002.0,455.0,1.0
1002.0,410.0,1.0
1002.0,1010.0,1.0
1002.0,1570.0,1.0
1002.0,592.0,1.0
1002.0,1438.0,1.0
1002.0,150.0,1.0
1002.0,876.0,1.0
1002.0,445.0,1.0
1002.0,147.0,1.0
1002.0,1804.0,1.0
1002.0,157.0,1.0
1002.0,1156.0,1.0
1002.0,1862.0,1.0
1002.0,3532.0,1.0
1002.0,1423.0,1.0
1002.0,148.0,1.0
1002.0,169.0,1.0
1002.0,111.0,1.0
1002.0,882.0,1.0
1002.0,884.0,1.0
1002.0,209.0,1.0
1002.0,1871.0,1.0
1002.0,159.0,1.0
1002.0,1874.0,1.0
1002.0,3516.0,1.0
1002.0,14.0,1.0
1002.0,466.0,1.0
1002.0,432.0,1.0
1002.0,140.0,1.0
1002.0,1923.0,1.0
1002.0,1881.0,1.0
1002.0,3539.0,1.0
1002.0,1572.0,1.0
1002.0,3074.0,1.0
1002.0,1805.0,1.0
1002.0,176.0,1.0
1002.0,60.0,1.0
1002.0,1926.0,1.0
1002.0,3441.0,1.0
1002.0,531.0,1.0
1002.0,173.0,1.0
1002.0,511.0,1.0
1002.0,526.0,1.0
1002.0,2947.0,1.0
1002.0,2946.0,1.0
1002.0,1114.0,1.0
1002.0,1354.0,1.0
1002.0,1424.0,1.0
1002.0,533.0,1.0
1002.0,2949.0,1.0
1002.0,888.0,1.0
1002.0,1893.0,1.0
1002.0,2139.0,1.0
1002.0,1040.0,1.0
1002.0,801.0,1.0
1002.0,2606.0,1.0
1002.0,390.0,1.0
1002.0,2185.0,1.0
1002.0,2383.0,1.0
1002.0,273.0,1.0
1002.0,460.0,1.0
1002.0,1045.0,1.0
1002.0,514.0,1.0
1002.0,708.0,1.0
1002.0,2134.0,1.0
1002.0,523.0,1.0
1002.0,1009.0,1.0
1002.0,571.0,1.0
1002.0,3507.0,1.0
1002.0,3588.0,1.0
1002.0,989.0,1.0
1002.0,4443.0,1.0
1002.0,271.0,1.0
1002.0,392.0,1.0
1002.0,4611.0,1.0
1002.0,809.0,1.0
1002.0,231.0,1.0
1002.0,3334.0,1.0
1002.0,786.0,1.0
1002.0,4259.0,1.0
1002.0,717.0,1.0
1002.0,1441.0,1.0
1002.0,807.0,1.0
1002.0,689.0,1.0
1002.0,4017.0,1.0
1002.0,182.0,1.0
1002.0,4612.0,1.0
1002.0,3611.0,1.0
1002.0,813.0,1.0
1002.0,1635.0,1.0
1002.0,1838.0,1.0
1002.0,97.0,1.0
1002.0,4613.0,1.0
1002.0,633.0,1.0
1002.0,1845.0,1.0
1002.0,1768.0,1.0
1002.0,1434.0,1.0
1002.0,720.0,1.0
1002.0,1364.0,1.0
1002.0,845.0,1.0
1002.0,1394.0,1.0
1002.0,698.0,1.0
1002.0,996.0,1.0
1002.0,1986.0,1.0
1002.0,1003.0,1.0
1002.0,50.0,1.0
1002.0,680.0,1.0
1002.0,521.0,1.0
1002.0,999.0,1.0
1002.0,1273.0,1.0
1002.0,690.0,1.0
1002.0,1989.0,1.0
1002.0,3582.0,1.0
1002.0,1850.0,1.0
1002.0,1120.0,1.0
1002.0,4614.0,1.0
1002.0,646.0,1.0
1002.0,1377.0,1.0
1002.0,1560.0,1.0
1002.0,1389.0,1.0
1002.0,1016.0,1.0
1002.0,3687.0,1.0
1002.0,1001.0,1.0
1002.0,1396.0,1.0
1002.0,2514.0,1.0
1002.0,654.0,1.0
1002.0,1659.0,1.0
1002.0,2146.0,1.0
1002.0,1792.0,1.0
1002.0,4541.0,1.0
1002.0,1992.0,1.0
1002.0,1836.0,1.0
1002.0,4066.0,1.0
1002.0,4615.0,1.0
1002.0,2990.0,1.0
1002.0,1183.0,1.0
1002.0,2225.0,1.0
1002.0,641.0,1.0
1002.0,1660.0,1.0
1002.0,3302.0,1.0
1002.0,2506.0,1.0
1002.0,4081.0,1.0
1002.0,1929.0,1.0
1002.0,738.0,1.0
1002.0,1988.0,1.0
1002.0,726.0,1.0
1002.0,1444.0,1.0
1002.0,694.0,1.0
1002.0,2207.0,1.0
1002.0,3567.0,1.0
1002.0,1502.0,1.0
1002.0,739.0,1.0
1002.0,1998.0,1.0
1002.0,1374.0,1.0
1002.0,2211.0,1.0
1002.0,4616.0,1.0
1002.0,1279.0,1.0
1002.0,796.0,1.0
1002.0,4543.0,1.0
1002.0,4336.0,1.0
1002.0,3679.0,1.0
1002.0,4222.0,1.0
1002.0,1835.0,1.0
1002.0,4617.0,1.0
1002.0,385.0,1.0
1002.0,193.0,1.0
1002.0,2087.0,1.0
1002.0,658.0,1.0
1002.0,4618.0,1.0
1002.0,933.0,1.0
1002.0,2082.0,1.0
1002.0,4619.0,1.0
1002.0,4225.0,1.0
1002.0,4620.0,1.0
1002.0,4226.0,1.0
1002.0,4227.0,1.0
1002.0,2482.0,1.0
1002.0,1275.0,1.0
1002.0,4385.0,1.0
1002.0,4229.0,1.0
1002.0,2040.0,1.0
1002.0,2069.0,1.0
1002.0,4231.0,1.0
1002.0,789.0,1.0
1002.0,2518.0,1.0
1002.0,1996.0,1.0
1002.0,1284.0,1.0
1002.0,4024.0,1.0
1002.0,3713.0,1.0
1002.0,2226.0,1.0
1002.0,1290.0,1.0
1002.0,4621.0,1.0
1002.0,4234.0,1.0
1002.0,3032.0,1.0
1002.0,2637.0,1.0
1002.0,1456.0,1.0
1002.0,1029.0,1.0
1002.0,3246.0,1.0
1002.0,1675.0,1.0
1002.0,1962.0,1.0
1002.0,1955.0,1.0
1002.0,4622.0,1.0
1002.0,2106.0,1.0
1002.0,1292.0,1.0
1002.0,3031.0,1.0
1002.0,1469.0,1.0
1002.0,1295.0,1.0
1002.0,1468.0,1.0
1002.0,2108.0,1.0
1002.0,2103.0,1.0
1002.0,1472.0,1.0
1002.0,4623.0,1.0
1002.0,1018.0,1.0
1002.0,1646.0,1.0
1002.0,4238.0,1.0
1002.0,2105.0,1.0
1002.0,4624.0,1.0
1002.0,1935.0,1.0
1002.0,1296.0,1.0
1002.0,976.0,1.0
1002.0,4128.0,1.0
1002.0,4625.0,1.0
1002.0,2012.0,1.0
1002.0,2027.0,1.0
1002.0,2322.0,1.0
1002.0,1467.0,1.0
1002.0,4626.0,1.0
1002.0,1168.0,1.0
1002.0,4627.0,1.0
1002.0,2327.0,1.0
1002.0,802.0,1.0
1002.0,4145.0,1.0
1002.0,4628.0,1.0
1002.0,2117.0,1.0
1002.0,2324.0,1.0
1002.0,1282.0,1.0
1002.0,3028.0,1.0
1002.0,2000.0,1.0
1002.0,2639.0,1.0
1002.0,2001.0,1.0
1002.0,1732.0,1.0
1002.0,1694.0,1.0
1002.0,3443.0,1.0
1002.0,2638.0,1.0
1002.0,4629.0,1.0
1002.0,2343.0,1.0
1002.0,4247.0,1.0
1002.0,988.0,1.0
1002.0,356.0,1.0
